iter	MultiClass
667	0.600907559
668	0.6001155
669	0.5994961713
670	0.5983010616
671	0.5969346162
672	0.5959074717
673	0.5949434601
674	0.5936849178
675	0.5928448326
676	0.5919433375
677	0.5909176908
678	0.590330801
679	0.5892969241
680	0.5888190033
681	0.5879856573
682	0.5869887776
683	0.5861681079
684	0.5852466814
685	0.5844003455
686	0.5832875151
687	0.582124743
688	0.5814640318
689	0.5806427972
690	0.5797419339
691	0.5784993928
692	0.5774327561
693	0.5759582337
694	0.5749943023
695	0.5737803674
696	0.5733527198
697	0.5720430084
698	0.5716944067
699	0.5705677547
700	0.5693508564
701	0.5684342587
702	0.5677096264
703	0.5667379199
704	0.5661688412
705	0.5649869684
706	0.5643648885
707	0.563178155
708	0.562332013
709	0.5612197661
710	0.5601231607
711	0.5591786054
712	0.5582887625
713	0.5580193088
714	0.5569122471
715	0.5563067771
716	0.5556494685
717	0.5549956658
718	0.554339202
719	0.553691902
720	0.553055874
721	0.5520184373
722	0.5515152914
723	0.5504118811
724	0.5493039355
725	0.5484119079
726	0.5474526957
727	0.5464794771
728	0.545482402
729	0.5442479711
730	0.5432662087
731	0.5430176221
732	0.5419300459
733	0.5414101179
734	0.5409762565
735	0.5403465924
736	0.5398573738
737	0.5390071173
738	0.5380015695
739	0.5372219929
740	0.5362626596
741	0.5357882831
742	0.5353260447
743	0.5346439213
744	0.5340745685
745	0.5332695323
746	0.5325211095
747	0.5315314773
748	0.5306687358
749	0.5298126421
750	0.5290880907
751	0.5282864194
752	0.5275794125
753	0.5267282003
754	0.5261820594
755	0.5255667899
756	0.5247633575
757	0.5238977309
758	0.5228914953
759	0.5222854212
760	0.5214681595
761	0.5208659855
762	0.5203828565
763	0.5202387945
764	0.5195235863
765	0.5185116204
766	0.5177705657
767	0.5171952362
768	0.5163546062
769	0.5157953661
770	0.515205079
771	0.514743586
772	0.5142194448
773	0.5136646306
774	0.5125025456
775	0.5115631507
776	0.5113066392
777	0.5102355919
778	0.5092504055
779	0.5086457003
780	0.5076944389
781	0.506939346
782	0.506439898
783	0.5055426665
784	0.5046829239
785	0.5040660674
786	0.5035889447
787	0.5025952002
788	0.5018470663
789	0.5008944783
790	0.5001778643
791	0.4998598275
792	0.4992436301
793	0.4985262794
794	0.4976258796
795	0.4969891406
796	0.4965748933
797	0.4958736348
798	0.4951023984
799	0.4945185424
800	0.4935309557
801	0.4928867375
802	0.492058259
803	0.4912452526
804	0.4907768194
805	0.4900976897
806	0.489478512
807	0.4886951994
808	0.4877798609
809	0.4876436169
810	0.4867566745
811	0.4858807618
812	0.4850172755
813	0.4844001674
814	0.4834647477
815	0.4828531252
816	0.4819687778
817	0.4813297775
818	0.4807729134
819	0.4800696886
820	0.479515601
821	0.4788923703
822	0.4784531608
823	0.4778626263
824	0.4775499937
825	0.4769834773
826	0.4760549048
827	0.4752413559
828	0.4747404871
829	0.4744080523
830	0.4738263189
831	0.4733379573
832	0.4727965071
833	0.4723567126
834	0.4718438336
835	0.471505225
836	0.4709966141
837	0.4701137972
838	0.4695673206
839	0.4686964115
840	0.468458692
841	0.4680481913
842	0.4673480146
843	0.4665878571
844	0.4659640156
845	0.4651568684
846	0.4647271273
847	0.464337747
848	0.4634606542
849	0.4630133013
850	0.4626112662
851	0.4620231083
852	0.4613486653
853	0.4607309925
854	0.4603429017
855	0.4597280422
856	0.4588601223
857	0.4579210411
858	0.4573371184
859	0.4565238569
860	0.4559497584
861	0.4555011901
862	0.4547511394
863	0.454138743
864	0.4533649575
865	0.4527355948
866	0.4519718983
867	0.4511702488
868	0.4506520663
869	0.4500042025
870	0.4496211352
871	0.4492872068
872	0.4488544966
873	0.4483682625
874	0.4478537157
875	0.4474251608
876	0.4468323483
877	0.4465033179
878	0.4461169314
879	0.4454385555
880	0.4448978798
881	0.4443783364
882	0.444088123
883	0.4438395615
884	0.4431198428
885	0.4426190625
886	0.441960074
887	0.4414369701
888	0.440744363
889	0.4399769104
890	0.4396171991
891	0.439341702
892	0.438928007
893	0.4384500377
894	0.4377820711
895	0.4372140128
896	0.4369299223
897	0.4362765484
898	0.4355151213
899	0.4352185882
900	0.4345933857
901	0.4341793999
902	0.433799085
903	0.43328791
904	0.4329444393
905	0.4321272974
906	0.4317998397
907	0.4316167595
908	0.4311913111
909	0.4307817211
910	0.4301087071
911	0.4298239978
912	0.4295508291
913	0.4292018882
914	0.4285025955
915	0.4278490422
916	0.4274882271
917	0.4268732383
918	0.4264291883
919	0.4261660827
920	0.4257130021
921	0.4253357412
922	0.4248713348
923	0.4244844372
924	0.423687509
925	0.4230473435
926	0.4223006068
927	0.4219193373
928	0.421184257
929	0.4209205813
930	0.4204623496
931	0.4199992469
932	0.4193892771
933	0.4188014172
934	0.4181231262
935	0.4176342634
936	0.4170371028
937	0.4165071679
938	0.4160656281
939	0.4153658626
940	0.4147092337
941	0.4143692287
942	0.4137121861
943	0.4133097151
944	0.4127238667
945	0.4122210482
946	0.4118863902
947	0.4116427492
948	0.4111592388
949	0.4105487364
950	0.410155255
951	0.4095545067
952	0.4091541268
953	0.4086769252
954	0.4082263091
955	0.4077772592
956	0.4076137561
957	0.4070597188
958	0.4066818371
959	0.40595743
960	0.4052256511
961	0.4046453395
962	0.4044125153
963	0.4040120388
964	0.403657267
965	0.4031975791
966	0.4026397024
967	0.4022916248
968	0.4019057195
969	0.4014638913
970	0.4010783612
971	0.4005704186
972	0.4004489026
973	0.4001756468
974	0.3998370016
975	0.3996314892
976	0.3994116575
977	0.3988830245
978	0.3985772654
979	0.398277151
980	0.3981151877
981	0.3975026784
982	0.3969259518
983	0.3962469603
984	0.3959145157
985	0.3954538656
986	0.3951279568
987	0.3945188706
988	0.3942471922
989	0.3939962224
990	0.3937961352
991	0.3932956175
992	0.3928569842
993	0.3925442436
994	0.3921293955
995	0.3919552789
996	0.3914726758
997	0.3911342081
998	0.3905838336
999	0.3901513437
